13:56:19.175 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: com.xpn.xwiki.XWikiException
13:56:19.179 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.wiki.internal.manager.DefaultWikiCreator.create(DefaultWikiCreator:79)
13:56:19.179 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.wiki.internal.manager.DefaultWikiCreator
13:56:19.179 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
13:56:20.148 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 562.
13:56:30.458 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
13:56:30.468 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
13:56:30.477 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
13:56:30.483 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
13:56:32.536 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 2 second: 4.5
13:56:33.862 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
13:56:33.863 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 3 seconds
13:56:33.863 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
13:56:34.052 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.181 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.507 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.508 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.511 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.586 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.586 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.586 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.586 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.633 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 100
13:56:34.812 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.871 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.924 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.950 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.955 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:34.990 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.006 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.009 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.026 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.027 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.043 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.119 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.119 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.119 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.131 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.141 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.160 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 150
13:56:35.188 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.189 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.294 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.302 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.371 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.371 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.374 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.375 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.375 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.376 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.385 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.386 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.387 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.387 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.399 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.419 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.420 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.428 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.473 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.501 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.501 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.504 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 200
13:56:35.519 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.698 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.698 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.700 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.709 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.712 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.713 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.754 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.754 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.754 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.795 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.796 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.816 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.822 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.828 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.828 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.829 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.861 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.861 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.864 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 250
13:56:35.949 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:35.983 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.104 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.105 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.111 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.126 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.136 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.167 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.167 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.203 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 300
13:56:36.348 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.349 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.421 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.423 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.429 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.445 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.452 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 350
13:56:36.648 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 400
13:56:36.861 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.870 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.891 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.915 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:36.918 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 450
13:56:37.269 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:37.277 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:37.300 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:37.316 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
13:56:37.426 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 500
13:56:37.435 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
