14:15:50.785 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: com.xpn.xwiki.XWikiException
14:15:50.789 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.wiki.internal.manager.DefaultWikiCreator.create(DefaultWikiCreator:79)
14:15:50.789 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.wiki.internal.manager.DefaultWikiCreator
14:15:50.789 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
14:15:51.873 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 562.
14:16:03.113 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
14:16:03.125 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
14:16:03.135 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
14:16:03.142 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
14:16:05.075 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 4.5
14:16:05.966 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
14:16:05.996 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 2 seconds
14:16:05.996 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
14:16:06.480 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.102 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 100
14:16:07.305 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.390 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.448 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.472 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.680 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.682 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.686 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.688 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.689 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.692 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.711 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.715 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.750 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.751 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.877 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:07.905 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 150
14:16:07.913 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.035 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.035 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.041 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.041 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.124 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.124 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.141 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.170 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.170 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.176 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.222 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.222 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.240 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.241 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.242 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.242 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.244 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.251 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.270 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.271 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.314 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.314 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.315 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.329 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.383 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.384 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.435 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 200
14:16:08.465 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.478 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.519 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.595 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.595 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.599 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.599 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.603 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.603 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.660 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.665 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.666 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.688 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.688 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.710 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.710 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.720 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.725 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.744 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.756 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.762 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.787 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.807 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.811 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.820 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.820 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.820 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:08.850 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 250
14:16:08.857 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.000 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.000 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.013 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.013 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.023 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.028 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.031 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.117 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.119 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.129 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.131 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.134 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.137 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.142 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.167 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.174 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 300
14:16:09.243 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.250 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.251 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.256 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.273 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.304 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.310 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.313 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.319 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.375 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.378 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.378 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.378 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.379 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.382 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.383 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.387 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.388 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.393 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.394 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.407 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.407 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.409 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.409 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.410 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.413 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.413 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.417 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.451 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.451 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.451 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.451 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 350
14:16:09.474 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.481 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.509 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.513 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.526 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.540 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.546 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.554 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.583 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.592 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:09.592 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.139 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.139 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.154 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.160 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.160 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.163 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.163 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.170 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.184 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.192 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.200 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.203 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.205 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.206 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.214 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.214 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.215 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.222 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.225 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.225 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:16:10.233 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
